300	-20	-12.4716267339
360	-33.3333333333	-25.8007566204
420	-42.8571428571	-36.393442623
540	-55.5555555556	-47.288776797
600	-60	-50.5296343001
660	-63.6363636364	-54.9684741488
720	-66.6666666667	-61.1601513241
780	-69.2307692308	-64.0100882724
840	-71.4285714286	-69.0163934426
900	-73.3333333333	-72.3329129887
1080	-77.7777777778	-76.998738966
1140	-78.9473684211	-77.0113493064
1200	-80	-80.920554855

